,marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
602,10.0,2722.5,,,6.0,8.0,2.0,1.0,2.0,Askari,92,1,1,1,1,1,1,1,0,0,1,14325.068870523415,3.9,Moderately Old
603,10.0,2722.5,,13.0,3.0,4.0,1.0,1.0,1.0,Askari,137,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,New Property
604,10.0,2722.5,,,5.0,6.0,2.0,1.0,1.0,Askari,105,1,1,1,1,1,1,1,1,1,0,12855.831037649219,3.5,New Property
605,10.0,2722.5,,,6.0,6.0,,,,Askari,29,1,1,1,0,0,0,0,0,0,0,12121.212121212122,3.3,Undefined
606,10.0,2722.5,,,4.0,5.0,2.0,1.0,1.0,Askari,93,1,1,1,1,1,1,1,0,1,1,16528.92561983471,4.5,New Property
607,10.0,2722.5,,,6.0,6.0,2.0,1.0,1.0,Askari,78,1,1,1,0,1,1,1,0,0,1,14692.378328741965,4.0,Undefined
608,10.0,2722.5,,,6.0,6.0,2.0,1.0,1.0,Askari,78,1,1,1,0,1,1,1,0,0,1,14325.068870523415,3.9,Undefined
609,10.0,2722.5,,,8.0,8.0,3.0,1.0,1.0,Askari,110,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,Relatively New
610,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,110,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,New Property
611,10.0,2722.5,,,,,,,,Askari,3,1,1,0,0,0,0,0,0,0,0,13590.449954086318,3.7,Undefined
613,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari,97,1,1,1,1,1,1,1,0,1,1,10101.0101010101,2.75,Undefined
614,10.0,2722.5,3.0,3.0,3.0,2.0,1.0,1.0,1.0,Askari,115,1,1,1,1,1,1,1,1,1,1,8374.65564738292,2.28,Old Property
615,10.0,2722.5,3.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,11386.593204775023,3.1,Relatively New
616,10.0,2722.5,5.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,10101.0101010101,2.75,Relatively New
617,10.0,2722.5,1.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,133,1,1,1,1,1,1,1,1,1,1,11386.593204775023,3.1,Relatively New
618,10.0,2722.5,5.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,11570.247933884297,3.15,Relatively New
619,10.0,2722.5,7.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,9550.045913682277,2.6,Relatively New
620,10.0,2722.5,7.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,131,1,1,1,1,1,1,1,1,1,1,9366.391184573004,2.55,Relatively New
621,10.0,2722.5,,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,9366.391184573004,2.55,Relatively New
622,10.0,2722.5,1.0,7.0,2.0,2.0,1.0,1.0,1.0,Askari 11,135,1,1,1,1,1,1,1,1,1,1,11386.593204775023,3.1,Relatively New
623,3.6,980.1,19.0,33.0,1.0,1.0,1.0,,,Askari,110,0,0,1,0,0,0,0,0,0,0,18263.442505866748,1.79,Under construction
624,10.0,2722.5,8.0,12.0,4.0,4.0,2.0,1.0,1.0,Askari 11,123,1,1,1,1,1,1,1,1,1,1,9366.391184573004,2.55,New Property
625,10.0,2722.5,,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,16161.61616161616,4.4,New Property
626,10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 11,133,1,1,1,1,1,1,1,1,1,1,10284.664830119376,2.8,Undefined
627,10.0,2722.5,7.0,,3.0,3.0,1.0,1.0,1.0,Askari 10,129,1,1,1,1,1,1,1,1,1,1,11753.902662993572,3.2,Relatively New
628,12.0,3267.0,,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,109,1,1,1,1,0,0,1,0,0,0,13008.876645240282,4.25,New Property
629,10.0,2722.5,,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,104,1,1,1,1,0,0,1,0,1,0,11019.283746556473,3.0,Undefined
630,10.0,2722.5,,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,94,0,0,1,1,0,0,1,1,1,0,12304.866850321396,3.35,Undefined
631,10.0,2722.5,,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,116,1,0,1,1,0,0,0,0,1,0,9550.045913682277,2.6,Undefined
632,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,110,1,1,1,1,1,1,1,1,1,1,11019.283746556473,3.0,New Property
633,10.0,2722.5,15.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,132,1,1,1,1,0,0,1,1,0,0,13039.485766758495,3.55,Relatively New
634,10.0,2722.5,7.0,,3.0,4.0,1.0,1.0,1.0,Askari 10,113,1,1,1,1,1,1,1,1,1,1,12488.52157943067,3.4,Relatively New
635,10.0,2722.5,9.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,12121.212121212122,3.3,New Property
636,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,110,1,1,1,1,1,1,1,1,1,1,10407.101316192226,3.4,New Property
637,12.0,3267.0,6.0,7.0,4.0,5.0,1.0,1.0,1.0,Askari 10,92,1,1,1,1,1,1,1,0,1,0,13774.104683195592,4.5,New Property
638,10.0,2722.5,4.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 10,125,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,Relatively New
639,10.0,2722.5,6.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,1,10651.974288337924,2.9,Relatively New
640,10.0,2722.5,9.0,2.0,5.0,5.0,,1.0,1.0,Askari 10,59,1,1,0,0,0,0,0,0,0,0,16528.92561983471,4.5,New Property
641,13.0,3539.25,7.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,129,1,1,1,1,1,1,1,1,1,1,14833.651197287561,5.25,New Property
642,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,1,10468.31955922865,2.85,Moderately Old
643,12.0,3267.0,,12.0,4.0,5.0,2.0,1.0,2.0,Askari 10,139,1,1,1,1,1,1,1,1,1,1,14539.332721150902,4.75,New Property
644,10.0,2722.5,6.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,13223.140495867769,3.6,New Property
645,10.0,2722.5,2.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari,123,1,1,1,1,0,0,0,0,1,1,9366.391184573004,2.55,Old Property
646,10.0,2722.5,,,3.0,5.0,2.0,1.0,1.0,Askari,106,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,New Property
647,10.0,2722.5,,16.0,3.0,1.0,1.0,,1.0,Askari 11,128,1,1,1,1,1,1,1,0,1,1,11753.902662993572,3.2,Undefined
648,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 10,101,1,1,1,1,1,1,1,1,1,1,13621.05907560453,4.45,New Property
649,11.0,2994.75,7.0,9.0,3.0,3.0,1.0,1.0,1.0,Askari 10,132,1,1,1,1,1,1,1,1,1,1,11520.16028049086,3.45,New Property
650,10.0,2722.5,5.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari,134,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,New Property
651,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,120,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,New Property
652,13.0,3539.25,1.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,113,1,1,1,1,1,1,1,1,1,1,13420.922511831603,4.75,New Property
653,12.0,3267.0,,,4.0,4.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,14845.423936333027,4.85,New Property
654,10.0,2722.5,3.0,,3.0,3.0,1.0,2.0,2.0,Askari 10,117,1,1,1,1,1,1,1,1,1,1,13223.140495867769,3.6,Moderately Old
656,10.0,2722.5,,25.0,3.0,3.0,1.0,1.0,1.0,Askari 10,129,1,1,1,1,1,1,1,1,1,1,13957.759412304868,3.8,Relatively New
657,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,12672.176308539945,3.45,New Property
658,10.0,2722.5,,,3.0,3.0,2.0,1.0,1.0,Askari 10,137,1,1,1,1,1,1,1,1,1,1,12672.176308539945,3.45,New Property
659,10.0,2722.5,,,3.0,3.0,2.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,12672.176308539945,3.45,New Property
660,10.0,2722.5,,,3.0,3.0,2.0,1.0,1.0,Askari 10,137,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,New Property
662,10.0,2722.5,,25.0,3.0,3.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,13957.759412304868,3.8,Relatively New
663,12.0,3267.0,,7.0,4.0,5.0,1.0,1.0,1.0,Askari 10,73,1,1,1,1,1,0,1,0,0,0,13161.922252831344,4.3,New Property
664,12.0,3267.0,5.0,7.0,4.0,5.0,1.0,1.0,1.0,Askari 10,114,1,1,1,1,1,0,1,1,0,1,13468.013468013469,4.4,New Property
666,10.0,2722.5,,,3.0,4.0,1.0,2.0,2.0,Askari,110,1,1,1,1,1,1,1,1,1,0,14325.068870523415,3.9,New Property
667,10.0,2722.5,,,,,,,,Askari 10,23,0,0,0,0,0,0,0,0,0,0,13774.104683195592,3.75,Undefined
668,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,105,1,1,1,1,0,0,1,0,0,0,9152.127333945517,2.99,Relatively New
669,12.0,3267.0,,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,13468.013468013469,4.4,New Property
670,12.0,3267.0,,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,12243.648607284971,4.0,Relatively New
671,5.0,1361.25,,4.0,2.0,2.0,1.0,1.0,1.0,Askari 11,137,1,1,1,1,1,1,1,1,1,1,13223.140495867769,1.8,Relatively New
672,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,10835.6290174472,2.95,Relatively New
673,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari,136,1,1,1,1,1,1,1,1,1,1,14692.378328741965,4.0,New Property
674,12.0,3267.0,,,1.0,1.0,1.0,1.0,1.0,Askari 11,72,1,1,0,0,1,1,0,0,0,1,11019.283746556473,3.6,Undefined
675,12.0,3267.0,,,1.0,1.0,1.0,1.0,1.0,Askari 11,101,1,1,0,0,1,1,0,0,0,1,11019.283746556473,3.6,Undefined
676,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,112,1,1,1,1,1,1,1,1,1,1,9990.817263544537,2.72,New Property
677,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,107,1,1,1,1,1,1,1,0,1,0,9550.045913682277,2.6,Relatively New
678,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,109,1,1,1,1,1,1,1,0,1,0,10101.0101010101,2.75,Relatively New
679,10.0,2722.5,3.0,,3.0,3.0,1.0,1.0,1.0,Askari 11,126,0,0,1,0,1,1,0,1,1,0,10651.974288337924,2.9,Relatively New
680,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 10,121,1,1,1,1,1,1,1,1,1,1,13223.140495867769,3.6,New Property
681,10.0,2722.5,9.0,11.0,3.0,4.0,1.0,1.0,1.0,Askari 11,119,1,1,1,1,1,1,1,0,1,1,12121.212121212122,3.3,Undefined
682,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,99,1,1,1,1,0,1,0,0,1,0,9917.355371900827,2.7,Undefined
683,5.0,1361.25,,,2.0,2.0,1.0,1.0,1.0,Askari 11,133,1,1,1,1,1,1,1,1,1,1,32396.69421487603,4.41,Under construction
684,10.0,2722.5,1.0,7.0,1.0,3.0,1.0,,1.0,Askari 11,106,1,1,0,0,1,0,0,0,0,0,11937.557392102846,3.25,New Property
685,6.0,1633.5,2.0,5.0,2.0,2.0,1.0,1.0,1.0,Askari 11,121,1,1,1,1,1,1,0,1,0,1,11325.374961738598,1.85,Relatively New
686,10.0,2722.5,,,5.0,5.0,1.0,1.0,1.0,Askari,121,1,1,1,1,1,1,1,1,1,1,8448.11753902663,2.3,Undefined
687,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,Undefined
688,10.0,2722.5,8.0,7.0,3.0,4.0,1.0,1.0,1.0,Askari 10,140,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,Relatively New
689,10.0,2722.5,4.0,5.0,3.0,4.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,11753.902662993572,3.2,Relatively New
690,10.0,2722.5,5.0,8.0,5.0,6.0,2.0,1.0,1.0,Askari 10,127,1,1,1,1,1,1,1,1,1,1,13774.104683195592,3.75,New Property
691,8.9,2423.025,,,,,,,,Askari,5,0,0,0,0,0,0,0,0,0,0,13412.985833823423,3.25,Undefined
692,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,120,1,1,1,1,0,0,1,0,0,1,10437.710437710437,3.41,Relatively New
693,12.2,3321.45,,,4.0,5.0,1.0,1.0,1.0,Askari 11,91,1,1,0,0,1,1,0,0,0,1,13698.83635159343,4.55,New Property
694,12.2,3321.45,,8.0,4.0,4.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,0,9333.273118668052,3.1,Relatively New
695,10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 10,110,1,1,1,1,1,1,1,1,1,1,12304.866850321396,3.35,New Property
696,12.2,3321.45,,9.0,4.0,5.0,1.0,1.0,1.0,Askari 11,125,1,1,1,1,1,1,1,0,1,1,13999.909678002077,4.65,New Property
697,10.0,2722.5,,9.0,3.0,4.0,1.0,1.0,1.0,Askari 11,130,1,1,0,0,1,1,0,0,0,1,13663.911845730028,3.72,Relatively New
698,10.0,2722.5,,,,,,,,Askari,110,0,0,0,0,0,0,0,0,0,0,11019.283746556473,3.0,Undefined
699,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,91,1,1,1,1,0,1,1,0,1,0,10101.0101010101,3.3,Undefined
700,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,106,1,1,1,1,1,1,1,0,1,0,14325.068870523415,3.9,Undefined
701,6.2,1687.95,,,1.0,1.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,12737.344115643236,2.15,New Property
702,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,80,1,1,1,0,0,0,0,0,0,1,9182.736455463728,2.5,Undefined
703,10.0,2722.5,1.0,8.0,3.0,4.0,,1.0,1.0,Askari,28,1,1,0,0,0,0,0,0,0,0,13590.449954086318,3.7,Undefined
704,10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,1,1,1,1,1,1,12121.212121212122,3.3,Undefined
705,10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 11,133,1,1,1,1,1,1,1,1,1,1,11753.902662993572,3.2,Undefined
706,10.0,2722.5,,,1.0,1.0,1.0,1.0,1.0,Askari 11,108,1,1,0,0,1,1,0,0,0,1,11386.593204775023,3.1,Undefined
707,12.0,3267.0,9.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,140,1,1,1,1,1,1,1,1,1,1,12243.648607284971,4.0,New Property
708,13.0,3539.25,,,2.0,2.0,1.0,1.0,1.0,Askari 10,123,1,1,1,1,1,1,1,1,1,1,13420.922511831603,4.75,Under construction
709,10.0,2722.5,,,3.0,3.0,1.0,,1.0,Askari 11,46,1,1,1,1,0,1,0,0,0,1,10651.974288337924,2.9,Relatively New
710,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,57,1,1,1,1,1,1,1,0,1,0,14325.068870523415,3.9,New Property
711,12.0,3267.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,Askari 11,123,1,1,1,1,1,1,1,1,1,0,14845.423936333027,4.85,New Property
712,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,116,1,1,1,1,1,1,1,1,1,1,10468.31955922865,2.85,Old Property
713,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari,56,1,1,0,0,0,0,0,0,0,0,13406.795224977042,3.65,New Property
714,12.0,3267.0,,,5.0,6.0,2.0,1.0,1.0,Askari 11,120,1,1,1,1,1,1,1,1,1,1,14386.287113559842,4.7,New Property
715,10.0,2722.5,,8.0,4.0,5.0,1.0,1.0,1.0,Askari 11,117,1,1,1,1,1,1,1,1,1,1,11937.557392102846,3.25,New Property
716,10.0,2722.5,3.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari,118,1,1,1,1,0,0,1,1,0,1,14141.414141414141,3.85,New Property
717,11.0,2994.75,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,124,1,1,1,1,0,1,1,0,0,0,11186.24259120127,3.35,Undefined
718,10.0,2722.5,,1.0,3.0,4.0,1.0,1.0,1.0,Askari 11,106,1,1,1,1,1,1,1,0,1,0,11937.557392102846,3.25,Relatively New
719,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 10,75,1,1,1,1,0,0,1,0,0,0,14325.068870523415,3.9,Undefined
720,10.0,2722.5,3.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,118,1,1,1,1,1,1,1,1,1,0,10101.0101010101,2.75,Undefined
721,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,93,1,1,0,0,0,0,0,0,0,0,10101.0101010101,2.75,Undefined
722,10.0,2722.5,,4.0,3.0,3.0,1.0,1.0,1.0,Askari 11,95,1,1,0,0,1,0,0,0,0,0,10835.6290174472,2.95,Undefined
723,10.0,2722.5,,9.0,3.0,3.0,1.0,1.0,1.0,Askari 11,133,1,1,1,1,1,1,1,1,1,0,10284.664830119376,2.8,Undefined
724,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,139,1,1,1,1,1,1,1,1,1,1,9182.736455463728,2.5,Relatively New
725,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,129,1,1,1,1,0,0,0,0,0,1,9550.045913682277,2.6,Relatively New
726,12.0,3267.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 11,134,1,1,1,1,1,1,1,1,1,1,10560.146923783288,3.45,New Property
727,12.0,3267.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 11,118,1,1,1,1,1,1,1,0,0,0,10254.055708601163,3.35,Undefined
728,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,122,1,1,0,1,0,0,0,0,0,0,9476.584022038567,2.58,Undefined
729,12.0,3267.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 11,113,1,1,0,1,0,1,1,0,0,0,10498.928680746863,3.43,Undefined
730,12.0,3267.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 11,118,1,1,1,1,1,1,1,0,0,0,10192.837465564739,3.33,Undefined
731,12.0,3267.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,Askari 11,118,1,1,1,1,1,1,1,0,0,0,10407.101316192226,3.4,Undefined
732,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,9366.391184573004,2.55,New Property
733,10.0,2722.5,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,9292.929292929293,2.53,Old Property
734,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,131,1,1,1,1,1,1,1,1,1,1,11019.283746556473,3.0,New Property
735,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,108,1,1,1,0,1,1,1,0,0,0,14141.414141414141,3.85,New Property
736,12.0,3267.0,,,4.0,5.0,1.0,1.0,1.0,Askari 11,123,1,1,1,1,1,1,1,1,1,1,10866.238138965411,3.55,Undefined
737,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,126,1,1,1,1,1,1,1,1,1,1,10284.664830119376,2.8,Relatively New
738,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,125,1,1,1,1,1,1,1,1,1,1,14141.414141414141,3.85,New Property
739,10.0,2722.5,5.0,8.0,3.0,4.0,1.0,1.0,1.0,Askari 11,118,1,1,1,1,1,1,1,1,1,1,10101.0101010101,2.75,Relatively New
740,11.0,2994.75,1.0,1.0,3.0,3.0,1.0,1.0,1.0,Askari 11,132,1,1,1,1,1,1,1,1,1,0,9850.571834042908,2.95,Undefined
741,12.0,3267.0,,,,,,,,Askari 10,62,0,0,0,0,0,0,0,0,0,0,13774.104683195592,4.5,New Property
742,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,100,1,1,1,0,0,0,1,0,0,0,11570.247933884297,3.15,Relatively New
743,13.0,3539.25,2.0,9.0,4.0,5.0,1.0,1.0,1.0,Askari 10,127,1,1,1,1,1,1,1,0,0,0,14127.286854559581,5.0,New Property
744,12.9,3512.025,,,1.0,1.0,1.0,1.0,1.0,Askari 10,131,1,1,1,1,1,1,1,1,1,1,10933.862942319602,3.84,New Property
745,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,101,1,1,1,1,1,0,0,0,0,0,9182.736455463728,2.5,Undefined
746,10.0,2722.5,1.0,,3.0,3.0,1.0,1.0,1.0,Askari 11,116,1,1,1,1,1,1,1,1,1,1,11019.283746556473,3.0,New Property
747,10.0,2722.5,,7.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,9550.045913682277,2.6,Relatively New
748,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,10468.31955922865,2.85,Relatively New
749,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,122,1,1,1,1,1,1,1,1,1,1,10284.664830119376,2.8,Relatively New
750,10.0,2722.5,3.0,,3.0,3.0,1.0,1.0,1.0,Askari 11,100,0,0,0,0,1,0,0,0,0,0,12855.831037649219,3.5,New Property
751,10.0,2722.5,3.0,,3.0,3.0,1.0,1.0,1.0,Askari 11,100,1,0,1,1,1,1,1,1,1,0,9182.736455463728,2.5,Relatively New
752,12.0,3267.0,,9.0,4.0,4.0,1.0,1.0,1.0,Askari 10,77,1,1,1,0,0,0,1,0,0,0,12702.785430058157,4.15,New Property
753,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,117,1,1,1,1,1,1,1,1,1,1,9439.853076216712,2.57,Relatively New
754,11.0,2994.75,11.0,8.0,4.0,3.0,1.0,1.0,1.0,Askari 11,140,1,1,1,1,1,1,1,1,1,1,11353.201435846064,3.4,New Property
755,10.0,2722.5,,,,,,,,Askari 10,37,1,1,1,1,1,1,1,0,0,0,12855.831037649219,3.5,Undefined
756,12.0,3267.0,7.0,8.0,4.0,5.0,1.0,1.0,1.0,Askari 10,104,1,1,1,1,0,0,1,0,0,0,13468.013468013469,4.4,New Property
757,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,124,1,1,1,1,1,1,1,0,1,0,11019.283746556473,3.0,New Property
758,10.0,2722.5,4.0,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,84,1,1,1,1,0,1,0,0,0,0,13957.759412304868,3.8,New Property
759,13.0,3539.25,,8.0,4.0,5.0,1.0,1.0,1.0,Askari 10,93,1,1,1,1,1,1,1,0,0,1,13420.922511831603,4.75,New Property
760,10.0,2722.5,1.0,2.0,3.0,3.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,12672.176308539945,3.45,Relatively New
761,10.0,2722.5,4.0,7.0,3.0,3.0,1.0,1.0,1.0,Askari 10,121,1,1,1,1,1,1,1,1,1,1,12855.831037649219,3.5,Relatively New
762,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari,94,1,1,1,1,1,1,1,1,1,1,13957.759412304868,3.8,New Property
763,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,123,1,1,1,1,1,1,1,0,1,1,14325.068870523415,3.9,New Property
764,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 10,68,1,1,0,0,1,0,0,0,0,0,12855.831037649219,3.5,Relatively New
765,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,101,1,1,1,1,0,1,0,0,1,0,9550.045913682277,2.6,Undefined
766,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,113,1,1,1,1,1,1,1,1,1,1,11937.557392102846,3.25,New Property
767,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,77,1,1,0,0,0,0,0,0,0,0,12782.369146005509,3.48,New Property
768,13.5,3675.375,,,4.0,5.0,1.0,1.0,1.0,Askari 10,96,1,1,1,0,1,0,1,0,0,1,12515.72968744686,4.6,New Property
769,12.0,3267.0,,,3.0,5.0,1.0,1.0,1.0,Askari 10,133,1,1,1,1,1,1,1,1,1,1,14386.287113559842,4.7,New Property
770,10.0,2722.5,,8.0,3.0,3.0,1.0,1.0,1.0,Askari 10,140,1,1,1,1,1,1,1,1,1,1,13590.449954086318,3.7,New Property
771,10.0,2722.5,,,,,,,,Askari,35,0,0,0,0,0,0,0,0,0,0,8631.772268135905,2.35,Undefined
772,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,34,1,1,0,0,1,1,1,0,0,1,10651.974288337924,2.9,Relatively New
773,12.0,3267.0,,,4.0,4.0,1.0,1.0,1.0,Askari 11,43,1,1,0,0,1,1,1,0,0,1,10101.0101010101,3.3,Relatively New
774,12.0,3267.0,,,4.0,4.0,1.0,1.0,,Askari 11,23,1,1,0,0,1,1,1,0,0,1,9641.873278236915,3.15,Undefined
775,10.0,2722.5,,,3.0,3.0,1.0,1.0,1.0,Askari 11,58,1,0,1,0,0,0,0,0,0,0,11570.247933884297,3.15,Relatively New
776,10.0,2722.5,,,3.0,4.0,1.0,1.0,1.0,Askari 11,132,1,1,1,1,1,1,1,1,1,1,13406.795224977042,3.65,New Property
777,10.0,2722.5,25.0,33.0,,,,,,Askari,46,0,0,0,0,0,0,0,0,0,0,10651.974288337924,2.9,Under construction
778,12.0,3267.0,8.0,,3.0,3.0,1.0,1.0,1.0,Askari 10,100,1,1,0,0,0,0,1,1,0,1,10254.055708601163,3.35,Relatively New
779,12.0,3267.0,,,4.0,4.0,1.0,1.0,1.0,Askari 11,94,1,1,1,1,1,1,1,0,1,1,10101.0101010101,3.3,Relatively New
