,marla,area_sqft,floor_number,total_floors,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,price_per_sqft,price,agePossession
1854,4.5,1225.125,22.0,5.0,1.0,1.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,24487.297214569942,3.0,Relatively New
1855,9.8,2668.05,5.0,14.0,2.0,3.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,22488.334176645865,6.0,New Property
1856,2.0,544.5,5.0,9.0,2.0,2.0,1.0,2.0,2.0,DHA Defence,133,1,1,1,1,1,1,1,1,1,1,40404.0404040404,2.2,New Property
1857,2.8,762.3,8.0,14.0,2.0,2.0,1.0,1.0,1.0,DHA Defence,136,1,1,1,1,1,1,1,1,1,0,33451.39708776073,2.55,Relatively New
1858,7.3,1987.425,1.0,11.0,2.0,2.0,1.0,,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,30189.818483716368,6.0,New Property
1859,4.5,1225.125,3.0,9.0,1.0,1.0,1.0,,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,25711.662075298438,3.15,New Property
1860,4.5,1225.125,5.0,,1.0,1.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,10611.162126313642,1.3,Relatively New
1861,4.5,1225.125,1.0,7.0,3.0,4.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,26201.40801958984,3.21,New Property
1862,4.5,1225.125,1.0,7.0,1.0,1.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,26201.40801958984,3.21,New Property
1863,3.9,1061.775,1.0,7.0,1.0,2.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,24675.6610392974,2.62,New Property
1864,7.7,2096.3250000000003,5.0,14.0,3.0,3.0,1.0,1.0,1.0,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,19558.036086961703,4.1,New Property
1865,2.0,544.5,1.0,14.0,1.0,1.0,1.0,1.0,1.0,DHA Defence,140,1,1,1,1,1,1,1,1,1,1,38567.49311294766,2.1,New Property
1866,3.4,925.65,3.0,9.0,1.0,1.0,1.0,1.0,1.0,DHA Defence,140,1,1,1,1,1,1,1,1,1,1,29168.69227029655,2.7,New Property
1867,6.9,1878.525,,9.0,2.0,2.0,1.0,4.0,2.0,DHA Defence,132,1,1,1,1,1,1,1,1,1,1,22624.133296070053,4.25,New Property
1868,2.0,544.5,18.0,,,,,,,DHA Defence,112,1,1,1,1,1,1,1,1,1,0,33057.85123966942,1.8,New Property
1869,2.7,735.075,23.0,33.0,,,,,,DHA Defence,133,1,1,1,1,1,1,1,1,1,1,33874.09448015509,2.49,Under construction
1870,5.1,1388.475,,12.0,2.0,2.0,1.0,,,DHA Defence,48,1,1,1,1,0,0,1,0,0,0,19949.945083634924,2.77,Undefined
1871,2.0,544.5,,,2.0,2.0,1.0,,,DHA Defence,98,1,1,0,0,0,1,0,0,0,0,33057.85123966942,1.8,Under construction
1872,18.7,5091.075,,,4.0,6.0,2.0,1.0,,DHA Defence,136,1,1,1,1,1,1,1,1,1,1,31427.54722725554,16.0,Undefined
1873,7.3,1987.425,,,2.0,3.0,1.0,,1.0,DHA Defence,78,1,1,1,1,1,1,1,0,1,0,23145.527504182548,4.6,Undefined
1874,4.5,1225.125,1.0,7.0,2.0,3.0,,,1.0,DHA Defence,91,0,1,1,1,0,1,1,0,0,1,16324.864809713294,2.0,New Property
1875,2.0,544.5,,18.0,3.0,3.0,1.0,1.0,1.0,DHA Defence,119,1,1,1,1,1,1,1,1,1,1,34894.39853076217,1.9,New Property
1876,5.0,1361.25,5.0,14.0,2.0,2.0,1.0,,,DHA Defence,140,1,1,1,1,1,1,1,1,1,1,26446.280991735537,3.6,Undefined
1877,7.6,2069.1,,,2.0,3.0,1.0,,,DHA Defence,77,0,1,0,0,0,0,0,0,0,1,31414.624716060123,6.5,New Property
1878,9.0,2450.25,,7.0,3.0,4.0,1.0,,,DHA Defence,84,0,1,1,1,0,1,1,0,0,0,14284.256708499133,3.5,Relatively New
1879,4.5,1225.125,,5.0,3.0,4.0,,,,DHA Defence,81,1,1,0,1,1,1,0,0,0,1,14692.378328741965,1.8,Relatively New
1880,4.5,1225.125,,5.0,2.0,2.0,1.0,,,DHA Defence,85,1,0,0,1,1,0,0,0,0,1,16324.864809713294,2.0,New Property
1881,3.5,952.875,,,2.0,2.0,1.0,2.0,2.0,DHA Defence,110,1,1,1,1,1,1,1,1,1,1,28335.30106257379,2.7,Relatively New
1882,8.0,2178.0,,20.0,2.0,3.0,1.0,3.0,2.0,DHA Defence,140,1,1,1,1,1,1,1,1,1,1,20890.725436179982,4.55,Under construction
1883,4.5,1225.125,,,1.0,1.0,1.0,1.0,1.0,DHA Defence,83,0,1,1,0,0,1,0,0,0,0,15508.62156922763,1.9,Relatively New
1884,4.5,1225.125,3.0,7.0,2.0,3.0,1.0,,1.0,DHA Defence,126,1,1,1,1,1,1,1,1,1,1,17141.10805019896,2.1,New Property
1885,4.6,1252.35,,,4.0,5.0,1.0,1.0,1.0,DHA Defence,115,1,1,1,0,1,1,1,1,1,1,16768.475266498983,2.1,New Property
1886,4.6,1252.35,7.0,30.0,2.0,3.0,1.0,1.0,1.0,DHA Defence,127,1,1,1,0,1,1,0,0,0,0,22357.967021998644,2.8,Under construction
1887,7.6,2069.1,,15.0,4.0,5.0,2.0,2.0,1.0,DHA Defence,110,1,1,0,0,1,1,1,0,0,1,26581.605528973952,5.5,Undefined
1888,4.5,1225.125,,,3.0,3.0,1.0,1.0,1.0,DHA Defence,123,1,1,1,1,1,1,1,1,1,1,12243.648607284971,1.5,Undefined
1889,7.3,1987.425,,,2.0,2.0,,,,DHA Defence,131,1,1,1,1,1,1,1,1,1,1,25158.18206976364,5.0,New Property
1890,4.5,1225.125,,,1.0,1.0,1.0,1.0,1.0,DHA Defence,50,0,0,0,0,0,0,0,0,0,1,13059.891847770636,1.6,Undefined
1891,6.7,1824.075,5.0,8.0,,,,,,DHA Defence,137,1,1,1,1,1,1,1,1,1,1,16446.692159039514,3.0,Relatively New
1892,4.5,1225.125,,,2.0,2.0,2.0,,,DHA Defence,79,1,1,1,1,0,0,0,1,0,0,13876.1350882563,1.7,New Property
1893,2.5,680.625,,5.0,1.0,1.0,1.0,1.0,1.0,Bahria Orchard,140,1,1,1,1,1,1,1,1,1,1,16161.61616161616,1.1,New Property
1894,1.8,490.05,16.0,,,1.0,1.0,,,Bahria Orchard,96,0,0,0,0,0,0,0,0,0,0,13672.074278134884,0.67,New Property
1895,5.0,1361.25,,,1.0,1.0,1.0,,1.0,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,3673.094582185491,0.5,Undefined
1896,1.9,517.275,,4.0,1.0,1.0,1.0,,,Bahria Orchard,75,1,1,1,0,1,0,1,0,0,0,11212.604514039922,0.58,Undefined
1897,5.0,1361.25,,,1.0,1.0,1.0,1.0,,Bahria Orchard,41,0,0,0,0,0,0,0,0,0,0,4040.40404040404,0.55,Undefined
1898,2.3,626.175,,,3.0,1.0,1.0,1.0,1.0,Bahria Orchard,89,1,0,1,1,0,0,1,0,0,0,17886.373617598914,1.12,New Property
1899,2.5,680.625,,,,,,,,Bahria Orchard,23,1,0,0,0,0,0,0,0,0,0,16161.61616161616,1.1,Undefined
1900,2.5,680.625,,,1.0,,,,1.0,Bahria Orchard,127,1,1,1,1,1,1,1,1,1,1,16161.61616161616,1.1,New Property
1901,1.8,490.05,,,2.0,2.0,1.0,,1.0,Bahria Orchard,105,1,1,1,1,1,1,1,1,1,1,13812.87623711866,0.6769,New Property
1902,1.5,408.375,,,2.0,2.0,1.0,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,9550.045913682277,0.39,Undefined
1903,2.4,653.4,,16.0,1.0,1.0,1.0,,,Bahria Orchard,116,1,1,0,0,0,1,0,0,0,0,12786.960514233242,0.8355,New Property
1904,5.0,1361.25,1.0,3.0,3.0,3.0,1.0,,,Bahria Orchard,93,1,1,1,1,1,1,1,1,1,0,4407.713498622589,0.6,New Property
1905,5.0,1361.25,2.0,,2.0,1.0,1.0,1.0,1.0,Bahria Orchard,140,1,1,1,1,1,1,1,1,1,1,5436.179981634527,0.74,New Property
1906,2.6,707.85,5.0,16.0,3.0,3.0,1.0,,,Bahria Orchard,40,0,1,0,1,0,0,0,0,0,0,12714.558169103624,0.9,New Property
1907,6.0,1633.5,1.0,3.0,2.0,2.0,1.0,0.0,0.0,Bahria Orchard,56,1,1,1,1,0,0,0,0,0,0,6060.606060606061,0.99,Undefined
1908,5.0,1361.25,5.0,13.0,2.0,1.0,1.0,,,Bahria Orchard,140,1,1,1,1,1,1,1,1,1,1,3856.749311294766,0.525,Relatively New
1909,5.0,1361.25,,,2.0,1.0,1.0,,,Bahria Orchard,18,1,1,0,0,0,0,0,0,0,0,3673.094582185491,0.5,Undefined
1910,5.0,1361.25,3.0,,,,,,,Bahria Orchard,104,1,1,1,1,1,1,1,0,0,0,4040.40404040404,0.55,Undefined
1911,5.0,1361.25,,,1.0,1.0,1.0,1.0,1.0,Bahria Orchard,110,1,1,0,0,0,0,0,0,0,0,4040.40404040404,0.55,Undefined
1912,5.0,1361.25,1.0,1.0,,,,,,Bahria Orchard,36,1,1,0,0,0,0,0,0,0,0,4040.40404040404,0.55,Undefined
1913,4.0,1089.0,2.0,2.0,,4.0,1.0,3.0,,Bahria Orchard,41,0,0,0,0,0,0,0,0,0,0,4775.022956841139,0.52,New Property
1914,2.3,626.175,5.0,7.0,3.0,3.0,1.0,,,Bahria Orchard,119,1,1,1,1,1,1,1,1,1,1,11498.383039885017,0.72,Undefined
1915,1.5,408.375,,,2.0,1.0,1.0,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,9060.299969390879,0.37,Undefined
1916,1.5,408.375,,,2.0,2.0,1.0,,1.0,Bahria Orchard,110,1,1,1,1,1,1,1,1,1,1,8815.426997245178,0.36,Undefined
1917,6.2,1687.95,,,2.0,2.0,2.0,,1.0,Bahria Orchard,32,0,0,0,0,0,0,0,0,0,0,4739.476880239344,0.8,Undefined
1918,4.1,1116.225,3.0,,2.0,3.0,1.0,1.0,1.0,Bahria Orchard,132,1,1,1,1,1,1,1,1,1,1,4300.208291339112,0.48,Relatively New
1919,4.0,1089.0,,3.0,1.0,1.0,1.0,,,Bahria Orchard,101,0,0,1,0,0,0,0,0,0,1,6152.433425160698,0.67,New Property
1920,5.0,1361.25,2.0,2.0,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,126,1,1,1,1,1,1,1,1,1,1,3526.1707988980716,0.48,New Property
1921,2.2,598.95,,9.0,2.0,2.0,,,,Bahria Orchard,137,1,1,1,1,1,1,1,1,1,0,12521.913348359629,0.75,New Property
1922,2.0,544.5,4.0,5.0,2.0,1.0,1.0,,1.0,Bahria Orchard,59,0,0,0,0,0,0,0,0,0,0,11937.557392102846,0.65,New Property
1923,5.0,1361.25,1.0,3.0,,,,,,Bahria Orchard,135,1,1,1,1,1,1,1,1,1,1,4334.25160697888,0.59,New Property
1924,5.0,1361.25,,,,,,,,Bahria Orchard,32,0,0,0,0,0,0,0,0,0,1,2938.475665748393,0.4,Undefined
1925,4.0,1089.0,,,,,,1.0,,Bahria Orchard,136,1,1,1,1,1,1,1,1,1,1,4591.368227731864,0.5,Undefined
1926,2.3,626.175,4.0,6.0,7.0,8.0,3.0,1.0,1.0,Bahria Orchard,55,0,0,0,0,0,0,0,0,0,0,14053.579270970577,0.88,New Property
1927,1.5,408.375,,,,,,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,9550.045913682277,0.39,Undefined
1928,5.0,1361.25,,,2.0,2.0,1.0,,,Bahria Orchard,21,0,0,0,0,0,0,0,0,0,0,4113.86593204775,0.56,Undefined
1929,5.0,1361.25,,,3.0,3.0,1.0,1.0,1.0,Bahria Orchard,91,1,1,0,0,1,1,0,0,0,1,4040.40404040404,0.55,Relatively New
1930,2.0,544.5,,,4.0,1.0,1.0,1.0,,Bahria Orchard,18,0,0,0,0,0,0,0,0,0,0,15059.687786960514,0.82,Undefined
1931,5.0,1361.25,2.0,3.0,,,,,,Bahria Orchard,117,1,1,1,1,0,1,1,0,1,0,3893.4802571166206,0.53,New Property
1932,5.0,1361.25,,,4.0,5.0,1.0,1.0,1.0,Bahria Orchard,105,1,1,1,1,1,1,1,1,1,1,4775.022956841139,0.65,Relatively New
1933,5.0,1361.25,,3.0,2.0,2.0,,,1.0,Bahria Orchard,134,1,1,1,1,1,1,1,1,1,1,3452.7089072543617,0.47,New Property
1934,1.0,272.25,3.0,,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,53,0,0,0,0,0,0,0,0,0,0,14049.586776859504,0.3825,Under construction
1935,2.5,680.625,,,1.0,1.0,1.0,1.0,1.0,Bahria Orchard,57,1,1,1,1,1,1,1,1,1,0,14316.253443526171,0.9744,Moderately Old
1936,4.0,1089.0,,,1.0,1.0,1.0,1.0,1.0,Bahria Orchard,80,1,0,1,0,0,0,0,0,0,0,6244.260789715335,0.68,Undefined
1937,2.4,653.4,,,2.0,2.0,1.0,,,Bahria Orchard,130,1,1,1,1,1,1,1,1,1,1,12786.960514233242,0.8355,Undefined
1938,2.7,735.075,5.0,7.0,2.0,2.0,1.0,,,Bahria Orchard,133,1,1,1,1,1,1,1,1,1,1,10203.040506070809,0.75,Undefined
1939,2.3,626.175,4.0,7.0,1.0,1.0,1.0,1.0,1.0,Bahria Orchard,126,1,1,1,1,1,1,1,1,1,1,10540.184453227932,0.66,Undefined
1940,4.4,1197.9,1.0,7.0,2.0,1.0,1.0,1.0,1.0,Bahria Orchard,100,1,1,1,1,1,1,1,0,0,1,16278.487352867516,1.95,Relatively New
1941,4.4,1197.9,,,,,,1.0,1.0,Bahria Orchard,110,1,1,1,1,1,1,1,1,0,1,16278.487352867516,1.95,Relatively New
1942,1.4,381.15,,,2.0,1.0,,,,Bahria Orchard,110,1,1,1,1,1,1,1,1,1,1,13118.194936376756,0.5,New Property
1943,5.0,1361.25,2.0,2.0,1.0,2.0,1.0,1.0,1.0,Bahria Orchard,136,1,1,1,1,1,1,1,1,1,1,3599.6326905417814,0.49,Relatively New
1944,5.0,1361.25,,,2.0,1.0,1.0,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,4407.713498622589,0.6,Undefined
1945,4.2,1143.45,,,2.0,1.0,1.0,1.0,1.0,Bahria Orchard,91,1,1,1,1,0,1,0,0,0,1,3848.003848003848,0.44,Relatively New
1946,2.4,653.4,,11.0,1.0,1.0,1.0,,1.0,Bahria Orchard,122,1,1,1,1,1,1,1,1,1,1,9335.78206305479,0.61,New Property
1947,5.0,1361.25,,3.0,6.0,8.0,4.0,1.0,2.0,Bahria Orchard,111,1,1,1,1,1,1,1,1,1,0,3489.439853076217,0.475,Undefined
1948,5.0,1361.25,1.0,2.0,1.0,1.0,1.0,,1.0,Bahria Orchard,122,1,1,1,1,1,1,1,1,1,1,4040.40404040404,0.55,Undefined
1949,5.0,1361.25,,2.0,4.0,5.0,1.0,1.0,1.0,Bahria Orchard,104,1,1,1,1,1,1,1,1,1,1,3820.018365472911,0.52,New Property
1950,5.0,1361.25,2.0,3.0,,,,,,Bahria Orchard,41,1,1,1,1,1,0,1,0,0,1,3305.785123966942,0.45,Moderately Old
1951,4.0,1089.0,2.0,6.0,,,,,,Bahria Orchard,46,1,1,1,1,0,0,0,0,0,0,4407.713498622589,0.48,Relatively New
1952,5.0,1361.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Bahria Orchard,139,1,1,1,1,1,1,1,1,1,1,3599.6326905417814,0.49,New Property
1953,5.0,1361.25,,,,,,1.0,,Bahria Orchard,100,0,0,0,0,0,0,0,0,0,1,3452.7089072543617,0.47,Old Property
1954,5.0,1361.25,,,,,,,,Bahria Orchard,18,0,0,0,0,0,0,0,0,0,0,3305.785123966942,0.45,Undefined
1955,5.0,1361.25,2.0,2.0,2.0,1.0,1.0,,,Bahria Orchard,140,1,1,1,1,1,1,1,1,1,1,3452.7089072543617,0.47,New Property
1956,5.0,1361.25,,,1.0,1.0,,1.0,1.0,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,3526.1707988980716,0.48,Undefined
1957,5.0,1361.25,,,1.0,1.0,,,1.0,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,4554.637281910009,0.62,Undefined
1958,5.0,1361.25,,,2.0,1.0,1.0,,1.0,Bahria Orchard,102,1,1,1,0,0,0,0,0,0,0,3599.6326905417814,0.49,Undefined
1959,1.9,517.275,,,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,134,1,1,1,1,1,1,1,1,1,1,13269.537480063796,0.6864,Undefined
1960,1.4,381.15,,,3.0,2.0,1.0,1.0,1.0,Bahria Orchard,128,1,1,1,1,1,1,1,0,0,1,13684.900957628231,0.5216,Undefined
1961,5.0,1361.25,,3.0,2.0,2.0,,,,Bahria Orchard,97,1,1,0,0,0,0,0,0,0,1,4848.484848484848,0.66,New Property
1962,5.0,1361.25,2.0,2.0,2.0,2.0,1.0,,,Bahria Orchard,120,1,1,1,1,1,1,1,1,1,1,3452.7089072543617,0.47,New Property
1963,5.0,1361.25,,,2.0,2.0,1.0,,,Bahria Orchard,128,1,1,1,1,1,1,1,1,1,1,3966.9421487603304,0.54,Relatively New
1964,5.0,1361.25,3.0,4.0,2.0,1.0,1.0,,,Bahria Orchard,114,1,1,1,1,1,1,1,1,1,0,3893.4802571166206,0.53,Undefined
1965,5.0,1361.25,1.0,2.0,6.0,6.0,2.0,1.0,1.0,Bahria Orchard,103,0,1,0,0,0,0,0,0,0,0,4407.713498622589,0.6,Undefined
1966,5.0,1361.25,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Bahria Orchard,95,1,1,1,0,0,0,1,0,0,0,4187.32782369146,0.57,New Property
1967,5.0,1361.25,1.0,6.0,,,,,,Bahria Orchard,43,1,1,0,1,0,0,0,0,0,0,6978.879706152434,0.95,Undefined
1968,4.0,1089.0,,3.0,1.0,1.0,1.0,,,Bahria Orchard,136,1,1,1,1,1,1,1,1,1,1,5234.159779614325,0.57,New Property
1969,5.0,1361.25,,8.0,2.0,2.0,1.0,1.0,,Bahria Orchard,133,1,1,1,1,1,1,1,1,1,1,3526.1707988980716,0.48,New Property
1970,1.8,490.05,5.0,14.0,1.0,2.0,2.0,1.0,1.0,Bahria Orchard,60,0,0,0,0,0,0,0,0,0,0,13812.87623711866,0.6769,New Property
1971,1.6,435.6,6.0,6.0,2.0,1.0,1.0,,,Bahria Orchard,86,0,0,0,1,0,0,0,0,0,0,11248.852157943067,0.49,New Property
1972,7.0,1905.75,,2.0,,,,,,Bahria Orchard,27,1,1,0,0,0,0,0,0,0,0,5142.332415059688,0.98,New Property
1973,5.0,1361.25,,3.0,2.0,2.0,1.0,,,Bahria Orchard,112,1,1,1,1,1,1,1,1,1,1,5142.332415059688,0.7,New Property
1974,5.4,1470.15,,,2.0,1.0,1.0,1.0,1.0,Bahria Orchard,135,1,1,1,1,1,1,1,1,1,1,3196.952691902187,0.47,Relatively New
1975,1.6,435.6,,,1.0,1.0,1.0,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,11937.557392102846,0.52,Undefined
1976,1.8,490.05,,,1.0,1.0,,,,Bahria Orchard,43,1,1,0,0,0,0,0,0,0,0,13672.074278134884,0.67,Undefined
1977,5.0,1361.25,2.0,3.0,7.0,7.0,,1.0,,Bahria Orchard,125,1,1,1,1,1,1,1,1,1,1,3673.094582185491,0.5,Moderately Old
1978,2.4,653.4,,,1.0,1.0,1.0,2.0,,Bahria Orchard,33,1,0,0,0,0,0,0,0,0,0,17906.336088154272,1.17,Relatively New
1979,1.8,490.05,,,,,,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,13812.87623711866,0.6769,Undefined
1980,1.8,490.05,5.0,15.0,5.0,6.0,2.0,1.0,1.0,Bahria Orchard,118,1,1,1,1,1,1,1,1,1,1,13812.87623711866,0.6769,New Property
1981,2.4,653.4,,,,,,,,Bahria Orchard,118,0,0,0,0,0,0,0,0,0,1,17906.336088154272,1.17,New Property
1982,4.0,1089.0,,,,,,,,Bahria Orchard,56,0,0,0,0,0,0,0,0,0,0,7868.686868686868,0.8569,New Property
1983,1.8,490.05,5.0,14.0,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,123,1,1,1,1,1,1,1,1,1,1,13812.87623711866,0.6769,New Property
1984,5.0,1361.25,,,,,,,,Bahria Orchard,23,0,0,0,0,0,0,0,0,0,0,3526.1707988980716,0.48,Undefined
1985,1.8,490.05,6.0,14.0,5.0,6.0,2.0,,1.0,Bahria Orchard,60,0,0,0,0,0,0,0,0,0,0,13812.87623711866,0.6769,New Property
1986,5.0,1361.25,2.0,2.0,5.0,5.0,1.0,1.0,,Bahria Orchard,133,1,1,1,1,1,1,1,1,1,1,3673.094582185491,0.5,New Property
1987,1.8,490.05,6.0,14.0,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,46,0,0,0,0,0,0,0,0,0,0,13812.87623711866,0.6769,New Property
1988,2.4,653.4,6.0,14.0,2.0,2.0,1.0,0.0,1.0,Bahria Orchard,123,1,1,1,1,1,1,1,1,1,1,12643.097643097644,0.8261,New Property
1989,1.8,490.05,5.0,14.0,2.0,2.0,1.0,1.0,1.0,Bahria Orchard,48,1,1,0,0,0,0,0,0,0,0,13812.87623711866,0.6769,New Property
1990,4.8,1306.8,,,3.0,1.0,1.0,1.0,1.0,Bahria Orchard,133,1,1,1,1,1,1,1,1,1,1,17600.244872972147,2.3,New Property
1991,5.0,1361.25,3.0,3.0,,,,,,Bahria Orchard,112,1,1,1,1,1,1,1,1,1,0,3305.785123966942,0.45,Undefined
1992,5.4,1470.15,,,1.0,1.0,1.0,,,Bahria Orchard,133,1,1,1,1,1,1,1,1,1,1,14692.378328741965,2.16,New Property
1993,2.5,680.625,6.0,,1.0,1.0,1.0,,,Main Canal Bank Road,114,1,1,1,1,1,1,1,1,1,1,12047.750229568412,0.82,New Property
1994,1.8,490.05,,,2.0,2.0,1.0,,,Main Canal Bank Road,68,0,0,1,0,0,0,0,0,0,0,12651.770227527802,0.62,Undefined
1995,3.6,980.1,,,3.0,4.0,1.0,2.0,1.0,Main Canal Bank Road,68,0,0,0,0,0,0,0,0,0,0,12345.67901234568,1.21,Undefined
1996,4.0,1089.0,3.0,11.0,5.0,6.0,2.0,2.0,1.0,Main Canal Bank Road,137,1,1,1,1,1,1,1,1,1,1,13774.104683195592,1.5,New Property
1997,5.3,1442.925,,,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,137,1,1,1,1,1,1,1,1,1,1,14553.770986017984,2.1,Undefined
1998,3.1,843.975,12.0,,1.0,1.0,1.0,,,Main Canal Bank Road,86,1,1,0,0,1,1,0,0,0,0,6516.780710329097,0.55,Under construction
1999,1.5,408.375,3.0,6.0,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,140,0,0,0,0,0,0,0,0,0,0,16406.48913376186,0.67,New Property
2000,0.9,245.025,3.0,9.0,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,135,0,0,0,0,0,0,0,0,0,0,16324.864809713294,0.4,New Property
2001,3.7,1007.325,3.0,6.0,1.0,1.0,1.0,,,Main Canal Bank Road,140,0,1,1,0,0,0,0,0,0,0,4449.408085771722,0.4482,New Property
2002,3.9,1061.775,3.0,6.0,1.0,1.0,1.0,2.0,1.0,Main Canal Bank Road,135,0,0,0,0,0,0,0,0,0,0,4475.524475524475,0.4752,New Property
2003,4.0,1089.0,,,5.0,,,2.0,1.0,Main Canal Bank Road,100,1,1,1,1,1,1,1,1,1,1,11937.557392102846,1.3,New Property
2004,3.7,1007.325,,,6.0,6.0,2.0,1.0,1.0,Main Canal Bank Road,60,1,1,0,0,0,0,0,0,0,0,16380.01638001638,1.65,Undefined
2005,4.5,1225.125,8.0,8.0,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,133,1,1,1,1,1,1,1,1,1,1,5305.581063156821,0.65,Relatively New
2006,3.4,925.65,,,2.0,3.0,1.0,1.0,1.0,Main Canal Bank Road,40,1,1,1,0,0,0,0,0,0,0,12639.766650461837,1.17,Undefined
2007,3.7,1007.325,4.0,5.0,,,,,,Main Canal Bank Road,133,1,1,1,1,1,1,1,1,1,1,11912.739185466458,1.2,New Property
2008,1.8,490.05,,,1.0,1.0,,,,Main Canal Bank Road,137,1,1,1,1,1,1,1,1,1,0,12651.770227527802,0.62,Undefined
2009,2.7,735.075,3.0,,2.0,2.0,1.0,1.0,1.0,Main Canal Bank Road,116,1,1,1,1,0,0,0,0,1,0,12345.679012345678,0.9075,Under construction
2010,2.8,762.3,4.0,15.0,2.0,2.0,1.0,1.0,,Main Canal Bank Road,129,1,1,1,1,1,1,1,1,1,1,11544.011544011544,0.88,New Property
2011,2.5,680.625,7.0,8.0,,1.0,1.0,,,Main Canal Bank Road,113,1,1,1,1,1,1,1,0,0,0,14692.378328741965,1.0,New Property
2012,4.2,1143.45,6.0,,1.0,1.0,1.0,2.0,1.0,Main Canal Bank Road,131,1,1,1,1,1,1,1,1,1,1,5772.005772005772,0.66,New Property
2013,3.6,980.1,,,,,,,,Main Canal Bank Road,124,0,0,1,1,0,0,0,0,0,0,12345.67901234568,1.21,Relatively New
2014,14.2,3865.95,,,,,,,,Main Canal Bank Road,120,1,1,1,1,1,1,1,1,1,1,12416.094362317153,4.8,New Property
2015,3.7,1007.325,,9.0,,,,,,Main Canal Bank Road,109,1,1,0,1,1,1,1,1,0,0,12905.467450921995,1.3,Undefined
2016,3.1,843.975,,3.0,,,1.0,,1.0,Main Canal Bank Road,94,0,0,0,1,0,0,0,0,0,0,15284.812938771882,1.29,New Property
2017,5.0,1361.25,11.0,11.0,,,,,,Main Canal Bank Road,115,1,1,1,1,1,1,1,1,1,1,25711.662075298438,3.5,Undefined
2018,3.0,816.75,,3.0,2.0,2.0,1.0,,,Main Canal Bank Road,135,1,1,1,1,1,1,1,1,1,1,6366.697275788185,0.52,New Property
2019,2.3,626.175,,,6.0,7.0,2.0,1.0,1.0,Nespak Housing Scheme,18,0,0,0,0,0,0,0,0,0,0,10380.484688785085,0.65,Undefined
2020,3.1,843.975,10.0,17.0,1.0,2.0,1.0,,,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,14573.891406735982,1.23,Under construction
2021,1.8,490.05,,,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,133,1,1,1,1,1,1,1,1,1,1,32037.54718906234,1.57,Under construction
2022,5.1,1388.475,,,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,126,1,1,1,1,1,1,1,1,1,1,29888.90689425449,4.15,Under construction
2023,1.8,490.05,,,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,32037.54718906234,1.57,Under construction
2024,4.3,1170.675,2.0,9.0,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,136,1,1,1,1,1,1,1,1,1,1,30324.38550408952,3.55,Under construction
2025,2.8,762.3,,,1.0,1.0,1.0,1.0,1.0,Main Canal Bank Road,121,1,1,1,1,1,1,1,1,1,1,35287.94437885347,2.69,Under construction
2026,3.0,816.75,,,2.0,2.0,1.0,,,Nespak Housing Scheme,26,0,0,1,0,0,0,0,0,0,0,6734.006734006734,0.55,Undefined
2027,1.8,490.05,3.0,11.0,2.0,2.0,1.0,,,Main Canal Bank Road,140,1,1,1,1,1,1,1,1,1,1,22446.68911335578,1.1,Under construction
