society,bedrooms,baths,link,floors_in_building,price,area,area_sqft,servant_quarters,kitchens,store_rooms,price_per_sqft,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms,luxury_score,furnishing_score,floor,agePossession,lat,lon
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_semi_furnished_golf_view_apartment_for_sale_in_dha_raya_lahore_ultra_modern_living-53592331-8172-1.html,8.0,3.3,4.0,1088.0,2.0,1.0,1.0,30330.88235294117,0,0,0,0,0,0,0,0,0,0,89.0,47,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_defence_defence_raya_1658_sq_ft_2_bed_apartment_for_sale_in_dha_raya_lahore_prime_golf_community_ideal_investment-53592319-8172-1.html,8.0,5.99,7.4,2012.8,0.0,1.0,0.0,29759.538950715418,0,0,0,0,0,0,0,0,0,0,79.0,47,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_ready_to_move_apartment_for_sale_in_defence_raya_building_b_prime_location_4-53739771-8172-1.html,5.0,3.45,4.0,1088.0,0.0,1.0,0.0,31709.558823529413,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_real_estate_guru_-_call_now_to_book_your_live_-_work_apartment-52938274-1450-1.html,8.0,2.49,2.4,652.8,1.0,1.0,1.0,38143.38235294118,1,1,1,1,1,1,1,1,1,1,182.0,49,3.0,Under construction,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_apartment_for_sale_3_rd_floor-53712169-8172-1.html,11.0,3.5,4.4,1196.8000000000002,1.0,1.0,1.0,29244.652406417103,1,1,1,0,0,0,1,0,0,1,166.0,18,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,1.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_corner_main_side_luxury_studio_apartment_available_for_sale-53955775-9966-1.html,8.0,3.0,2.8,761.5999999999999,1.0,1.0,1.0,39390.75630252101,1,1,1,1,1,1,1,1,1,1,166.0,49,3.0,Moderately Old,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_2_beds_good_location_apartment_for_sale_in_ex_air_avenue_dha_phase_8_lahore-53890898-407-1.html,8.0,1.5,2.0,544.0,1.0,1.0,1.0,27573.529411764703,1,1,1,1,1,1,1,1,1,0,150.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_2_beds_luxury_apartment_for_sale_in_ex_air_avenue_dha_phase_8_lahore-53890831-407-1.html,8.0,1.8,4.5,1224.0,1.0,1.0,0.0,14705.882352941177,0,0,0,0,0,0,0,0,0,0,53.0,9,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_investor_price_two_bedroom_apartment_in_penta_square_dha_phase_5_lahore-52472541-11845-1.html,9.0,3.55,4.8,1305.6,0.0,1.0,0.0,27190.5637254902,1,1,1,1,1,1,1,1,1,1,182.0,49,4.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_defence_defence_raya_beautiful_3_bedroom_apartment_in_dha_raya_condomonium_building-52954434-8172-1.html,12.0,9.5,10.0,2720.0,0.0,1.0,1.0,34926.470588235294,1,1,0,0,1,1,0,0,0,1,125.0,31,9.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_luxury_fully_furnished_two_bed_apartment_for_sale_gold_crest_dha_phase_4_lahore-53906253-9966-1.html,8.0,3.85,5.3,1441.6,1.0,1.0,1.0,26706.43729189789,1,1,1,1,1,1,1,1,1,1,150.0,39,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxury_1_bed_apartment_in_dha_phase_6_available_on_installments-53027302-1448-1.html,8.0,0.9,1.9,516.8,0.0,1.0,0.0,17414.86068111455,1,0,1,1,1,0,1,1,1,0,111.0,38,37.0,Under construction,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_2_new_life_residencia_2-bed_luxury_apartment_for_sale_in_new_life_residencia_dha_phase_2-53041039-19572-1.html,8.0,2.9,6.4,1740.8000000000002,2.0,1.0,1.0,16659.007352941175,1,1,1,1,1,1,1,1,1,0,175.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_gold_crest_luxury_apartment_for_sale_dha_phase_4_sky-high_living-53795728-9966-1.html,8.0,2.85,4.3,1169.6,1.0,1.0,1.0,24367.30506155951,1,1,1,1,1,1,1,1,1,0,162.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_2_new_life_residencia_new_life_residencia_1-bed_apartment_for_sale_in_dha_phase_2_on_easy_installments_limited_units_available-52364598-19572-1.html,8.0,1.81,3.4,924.8,0.0,1.0,0.0,19571.79930795848,1,1,1,1,1,1,1,1,1,1,175.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_5_green_view_executive_apartments_2-bed_apartment_for_sale_in_green_view_apartments_dha_phase_5_best_value_for_money-53326250-20757-1.html,8.0,2.7,4.1,1115.1999999999998,1.0,1.0,1.0,24210.903873744624,1,1,1,0,0,0,1,0,0,0,167.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_luxury_1-bed_apartment_for_sale_in_penta_square_dha_phase_5_high_roi-53207393-11845-1.html,8.0,3.25,3.6,979.2,1.0,1.0,1.0,33190.359477124184,0,0,1,0,0,0,0,0,0,0,152.0,39,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_a_perfect_flat_awaits_you_in_air_avenue_luxury_apartments_lahore-53928972-11699-1.html,8.0,1.45,4.6,1251.1999999999998,0.0,1.0,0.0,11588.874680306906,1,1,0,0,0,0,0,0,0,0,20.0,6,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_3_bedroom_fully_furnished_apartment_available_for_sale-53738674-9966-1.html,14.0,7.4,8.7,2366.4,1.0,1.0,1.0,31271.129141311703,1,1,1,1,1,1,1,1,1,1,187.0,49,11.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,4.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_2_bedroom_apartment_available_for_sale-52641607-9966-1.html,14.0,4.4,7.7,2094.4,0.0,1.0,1.0,21008.40336134453,1,1,1,1,1,1,1,1,1,0,187.0,49,8.0,Relatively New,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_3_bed_apartment_available_for_sale-52891433-9966-1.html,14.0,5.0,8.7,2366.4,0.0,1.0,0.0,21129.14131169709,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_get_this_amazing_facing_park_1000_square_feet_flat_available_in_dha_phase_8_-_ex_air_avenue-53861975-407-1.html,1.0,2.25,4.4,1196.8000000000002,0.0,1.0,1.0,18800.133689839568,1,1,1,1,1,1,1,1,1,1,175.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_premium_1-bed_apartment_for_sale_dha_phase_6-53560595-1448-1.html,18.0,2.6,2.8,761.5999999999999,0.0,1.0,0.0,34138.65546218488,1,1,1,1,1,1,1,1,1,1,182.0,49,7.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_tower_a_brand_new_2_beds_apartment_for_sale_in_ex_air_avenue_dha_phase_8_airport_road_lahore-53934784-407-1.html,8.0,2.1,4.5,1224.0,0.0,1.0,1.0,17156.86274509804,1,1,1,1,1,1,1,0,1,1,129.0,39,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_2_bed_fully_furnished_and_fully_luxury_apartment_is_for_sale_in_dha_phase_8_lahore-53812451-11699-1.html,8.0,1.85,4.5,1224.0,0.0,1.0,0.0,15114.37908496732,1,1,1,0,0,0,1,0,0,0,166.0,49,3.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_fully_furnished_2_bed_apartment_for_sale_original_pictures_attached-53082561-11699-1.html,8.0,2.25,4.5,1224.0,1.0,1.0,1.0,18382.352941176472,1,1,1,1,0,1,0,0,0,1,187.0,49,5.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_2_bed_golf_view_apartment_for_sale_in_dha_raya_18green_condominium_apartments_lahore-50704008-8172-1.html,7.0,7.15,7.5,2040.0,1.0,1.0,1.0,35049.01960784314,1,1,1,1,1,1,1,1,1,1,187.0,49,4.0,Relatively New,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_nsit_city_modern_dha_apartment_high_10_rental_yield-53508327-22290-1.html,18.0,2.0,2.2,598.4000000000001,1.0,1.0,0.0,33422.45989304812,0,0,0,0,0,0,0,0,0,0,89.0,47,12.0,Under construction,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_defence_raya_luxury_residential_apartments_facing_dha_raya-53072036-8172-1.html,18.0,1.49,2.0,544.0,0.0,1.0,0.0,27389.70588235294,1,1,1,1,1,1,1,1,1,1,187.0,39,9.0,Under construction,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxury_residential_apartment_facing_dha_raya_dha_phase_6-53076854-1448-1.html,18.0,1.39,2.1,571.2,0.0,1.0,0.0,24334.73389355742,1,1,1,1,1,1,1,1,1,1,187.0,49,7.0,Under construction,31.4800151,74.3938664
DHA Lahore,4.0,5.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_panta_square_brand_new_luxury_furnished_4_bedroom_apartment_for_sales_duplex_in_panta_square_dha_lahore-52339963-11845-1.html,8.0,9.5,13.1,3563.2,0.0,1.0,0.0,26661.42792995061,1,1,1,1,1,1,1,1,1,0,64.0,33,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_2_bed_fully_luxury_apartment_is_for_sale_in_dha_phase_8_lahore-53812481-11699-1.html,7.0,1.45,4.5,1224.0,0.0,1.0,0.0,11846.40522875817,1,1,1,1,1,1,1,0,1,0,170.0,39,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_original_photos_inbox_air_avenue_luxury_apartment_tower_b_2_bed_sami_furnished_apartment-53352141-407-1.html,8.0,1.5,4.5,1224.0,1.0,1.0,0.0,12254.901960784313,1,1,1,1,1,1,1,1,1,1,170.0,49,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_dha_phase_8_luxury_apartment_with_servant_quarter_available_for_sale_facing_park-53760515-11699-1.html,8.0,3.0,9.0,2448.0,0.0,1.0,0.0,12254.901960784313,0,0,0,0,0,0,0,0,0,0,10.0,0,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_phase_2_new_life_residencia_1_bedroom_apartment_for_sale_in_new_life_residencia_dha_phase_2_easy_installments_available-50832805-19572-1.html,8.0,1.51,2.8,761.5999999999999,0.0,1.0,0.0,19826.68067226891,1,1,1,1,1,1,1,1,1,1,175.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,5.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_gold_crast_mall_apartment_fully_furnished_available_for_sale-52746848-9966-1.html,14.0,4.9,8.7,2366.4,0.0,1.0,1.0,20706.558485463152,1,1,1,1,1,1,1,1,1,1,187.0,49,14.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_1-bed_fully_furnished_apartment_for_sale_in_goldcrest-50277298-9966-1.html,14.0,3.3,4.7,1278.4,0.0,1.0,0.0,25813.51689612015,1,1,1,1,1,1,1,1,1,1,187.0,39,11.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_gold_crast_2_bed_apartment_for_sale_in_dha_phase_4-52829749-9966-1.html,14.0,3.6,5.0,1360.0,0.0,1.0,0.0,26470.58823529412,1,1,1,1,1,1,1,1,1,1,187.0,49,5.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,3.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_buy_a_10_marla_flat_for_sale_in_air_avenue_luxury_apartments-53932102-11699-1.html,8.0,5.0,10.0,2720.0,0.0,1.0,1.0,18382.352941176472,0,1,0,0,0,0,0,0,0,0,46.0,16,5.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/lahore_dha_defence_single_bed_fully_furnished_apartment_with_luxury_in_dha_lahore-47565953-9-1.html,8.0,3.15,5.4,1468.8000000000002,0.0,1.0,0.0,21446.078431372545,1,1,1,1,0,0,0,0,0,1,74.0,16,3.0,Old Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_nsit_city_premium_investment_opportunity_cbd_phase_2_golden_opportunity_to_invest_in_cbd_phase_2_ideally_located_near_dha_phase_6_phase_7-53805314-22290-1.html,37.0,2.2,2.2,598.4000000000001,1.0,1.0,1.0,36764.70588235294,0,0,0,0,0,0,0,0,0,0,79.0,47,5.0,Under construction,31.4800151,74.3938664
DHA Lahore,2.0,4.0,https://www.zameen.com/Property/dha_defence_defence_raya_defence_raya_2_bed_facing_golf_apartment_for_sale-53347806-8172-1.html,11.0,7.2,7.8,2121.6,1.0,1.0,1.0,33936.65158371041,1,1,0,0,0,0,1,1,0,0,116.0,28,4.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_db-32_-_swiss_international_hotel_chain_flat_for_sale-37597533-1448-1.html,13.0,0.99,2.2,598.4000000000001,1.0,1.0,1.0,16544.11764705882,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_dha_phase_7_db-32-_apartment_for_sale-37573826-1450-1.html,11.0,1.0,4.0,1088.0,1.0,1.0,1.0,9191.176470588236,1,1,1,1,1,1,1,1,1,1,185.0,49,3.0,Relatively New,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_one_bed_apartment_for_sale_in_pentasquare_dha_phase_5-53912873-11845-1.html,11.0,2.75,3.3,897.5999999999999,0.0,1.0,0.0,30637.254901960787,1,1,0,0,1,1,0,0,0,0,128.0,25,8.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_fully_furnished_2_bedroom_apartment_for_sale_tower_b_dha_phase_8-53912932-407-1.html,8.0,1.7,4.5,1224.0,1.0,1.0,1.0,13888.888888888889,1,1,1,1,1,1,1,1,1,1,137.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_2_bedroom_fully_furnished_apartment_for_sale_dha_phase_8-53912909-407-1.html,8.0,2.5,4.5,1224.0,1.0,1.0,1.0,20424.83660130719,1,1,1,1,1,1,1,0,0,0,151.0,49,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,1.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_studio_apartment_for_sale_in_penta_square_dha_phase_5-53912805-11845-1.html,11.0,2.2,2.0,544.0,1.0,1.0,1.0,40441.17647058824,1,1,0,0,1,1,0,0,0,0,128.0,18,6.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_defence_defence_raya_3_bed_apartment_facing_golf_for_sale-53347791-8172-1.html,11.0,9.0,12.0,3264.0,1.0,1.0,1.0,27573.529411764703,1,1,1,0,0,0,0,1,0,1,182.0,49,10.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_1652_sqft_2_bedroom_beautiful_fully_furnished_apartment_for_sale-53190833-11845-1.html,8.0,4.85,7.3,1985.6,1.0,1.0,0.0,24425.866236905724,0,0,0,0,0,0,0,0,0,0,89.0,47,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_defence_defence_raya_golf_facing_2_bed_apartment_for_sale-53727380-8172-1.html,8.0,7.0,8.2,2230.4,1.0,1.0,1.0,31384.50502152081,1,1,0,0,0,0,0,0,0,0,50.0,37,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_defence_defence_raya_3_bed_apartment_with_main_road_view-53727415-8172-1.html,8.0,7.4,9.8,2665.6000000000004,1.0,1.0,1.0,27761.104441776708,1,1,1,1,0,1,1,1,0,0,65.0,37,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_spacious_apartment-53736707-8172-1.html,11.0,3.3,4.3,1169.6,1.0,2.0,1.0,28214.77428180575,0,0,0,0,0,0,0,0,0,0,113.0,37,2.0,Undefined,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_brand_new_semi-_furnished_apartment_premium_f_block-53567878-11845-1.html,7.0,2.8,3.6,979.2,0.0,1.0,0.0,28594.771241830065,0,0,0,0,0,0,1,0,0,1,169.0,39,3.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_penta_square_2_bed_room_semi-furnished_apartment_premium_a_block-53384020-11845-1.html,15.0,4.5,7.6,2067.2,0.0,1.0,0.0,21768.57585139319,0,1,0,0,0,0,1,0,0,1,169.0,39,3.0,Undefined,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_premium_dha_residential_apartment_with_10_annual_rental_income-53508267-1448-1.html,20.0,1.5,2.0,544.0,0.0,1.0,0.0,27573.529411764703,0,0,0,0,0,0,0,0,0,0,70.0,47,4.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_defence_defence_raya_luxurey_apartment_for_sale-53831947-8172-1.html,13.0,8.0,9.8,2665.6000000000004,0.0,1.0,0.0,30012.004801920764,1,1,1,1,1,1,1,1,1,1,159.0,39,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_1-bed_room_luxury_apartment_for_sale_available-53296521-11845-1.html,15.0,2.25,2.2,598.4000000000001,1.0,1.0,1.0,37600.267379679135,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_defence_dha_phase_4_2_bedroom_full_furnished_luxury_defense_view_apartment_for_sale_opposite_dha_phase_4-51426422-1446-1.html,8.0,1.75,5.4,1468.8000000000002,0.0,1.0,0.0,11914.488017429192,1,1,1,1,1,1,1,1,1,1,187.0,49,6.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_luxury_1_bed_flat_available_for_sale_in_goldcrest_mall_residency-53733732-9966-1.html,8.0,2.3,4.9,1332.8000000000002,0.0,1.0,0.0,17256.90276110444,1,1,1,1,1,1,1,1,1,1,170.0,49,3.0,Relatively New,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_penta_square_premium_3_bed_luxury_duplex_non_furnished_apartment-53333752-11845-1.html,7.0,4.1,6.9,1876.8,0.0,1.0,0.0,21845.69479965899,1,1,1,1,1,1,1,1,1,1,181.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_ready_to_move_apartment_for_sale_in_defence_raya_building_b_lahore_prime_location_ideal_investment-53355148-8172-1.html,9.0,3.5,4.3,1169.6,0.0,1.0,0.0,29924.760601915183,1,1,1,1,1,1,1,0,1,1,179.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_flat_of_1700_square_feet_available_for_sale_in_gold_crest_mall_residency-53733685-9966-1.html,8.0,4.25,7.6,2067.2,0.0,1.0,0.0,20559.21052631579,1,1,1,1,1,1,1,1,1,0,159.0,49,5.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_defence_dha_phase_5_autograph_apartments_a_signature_of_luxury_living_in_dha_phase_5-53737458-1447-1.html,8.0,3.75,5.9,1604.8000000000002,0.0,1.0,0.0,23367.39780658025,1,1,1,1,1,1,1,1,1,0,121.0,18,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_phase_2_new_life_residencia_2-bed_luxury_apartment_for_sale_in_new_life_residencia_dha_phase_2-52222931-19572-1.html,11.0,2.77,5.1,1387.1999999999998,0.0,1.0,1.0,19968.281430219147,1,1,1,1,1,1,1,1,1,1,187.0,39,3.0,New Property,31.4800151,74.3938664
DHA Lahore,0.0,1.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_brand_new_studio_apartment_available_for_sale_reasonable_price-53873661-11845-1.html,8.0,2.15,2.0,544.0,1.0,2.0,1.0,39522.05882352941,1,1,1,1,1,1,1,1,1,1,150.0,49,3.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,4.0,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_golden_offer_facing_park_spacious_corner_3_bed_modern_apartment_in_the_heart_of_dha_lahore-52640359-11699-1.html,4.0,3.25,9.0,2448.0,0.0,1.0,1.0,13276.143790849674,1,1,1,1,1,1,1,1,1,1,179.0,49,1.0,Relatively New,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_defence_dha_phase_5_2_bedroom_luxury_apartment_on_easy_installment_plan_for_sale_in_dha_phase_5-50962934-1447-1.html,27.0,2.8,6.2,1686.4,0.0,1.0,0.0,16603.415559772297,1,1,1,1,1,1,1,1,1,1,187.0,49,13.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_corner_park_facing_2_bed_apartment_on_top_floor_of_penta_square_for_sale-52835552-11845-1.html,18.0,5.5,8.1,2203.2,0.0,1.0,0.0,24963.68917937545,1,1,1,1,1,1,1,1,1,0,182.0,49,14.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_defence_defence_raya_1_bed_beautiful_apartment_on_level_4_tower_a_of_defence_raya_golf_country_club_full_payment_clear-52065707-8172-1.html,14.0,3.5,4.3,1169.6,0.0,1.0,0.0,29924.760601915183,1,1,1,1,1,1,1,1,1,1,146.0,39,4.0,New Property,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_nsit_city_zameen_eon_nsit_city_cbd-53441322-22290-1.html,8.0,1.8,2.0,544.0,1.0,1.0,1.0,33088.23529411765,0,0,1,1,0,1,0,1,0,0,154.0,15,18.0,Relatively New,31.4800151,74.3938664
DHA Lahore,1.0,2.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_brand_new_semi_furnished_1_bed_apartment_for_sale_open_view-53741021-11845-1.html,9.0,2.65,3.4,924.8,0.0,2.0,0.0,28654.84429065744,1,1,1,1,1,1,1,1,1,1,161.0,30,9.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_golden_opportunity_to_own_a_2-bed_luxury_apartment_dha_raya_facing_cbd_phase_ii_lahore-53088267-1448-1.html,8.0,4.35,5.0,1360.0,1.0,1.0,1.0,31985.29411764706,0,0,0,0,0,0,0,0,0,0,132.0,37,18.0,Undefined,31.4800151,74.3938664
DHA Lahore,2.0,3.0,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_5_marla_lavish_luxury_apartments_for_sale_x-air_avenue_dha_phase_8_lahore-53596181-407-1.html,3.0,1.55,5.0,1360.0,0.0,1.0,0.0,11397.058823529413,1,1,1,1,1,1,1,1,1,1,159.0,49,10.0,New Property,31.4800151,74.3938664
DHA Lahore,3.0,3.0,https://www.zameen.com/Property/dha_phase_5_penta_square_by_dha_lahore_brand_new_3_bed_apartment_available_for_sale_investor_price-53158951-11845-1.html,7.0,4.35,6.9,1876.8,1.0,1.0,1.0,23177.74936061381,1,1,1,1,1,1,1,1,1,1,187.0,39,3.0,New Property,31.4800151,74.3938664
DHA Lahore,2.0,2.0,https://www.zameen.com/Property/dha_defence_dha_phase_6_zameen_eon_cbd-nsit_12_cashback_guaranteed_till_possession-53150069-1448-1.html,8.0,3.6,4.1,1115.1999999999998,0.0,3.0,0.0,32281.20516499284,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,Under construction,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_defence_dha_phase_9_prism_12_cash_back_guaranteed_for_4_years_at_zameen_eon_-_nsit_luxury_apartmetns-53150043-8431-1.html,8.0,2.41,2.7,734.4000000000001,0.0,1.0,0.0,32815.90413943354,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,Under construction,31.4800151,74.3938664
DHA Lahore,1.0,1.0,https://www.zameen.com/Property/dha_phase_4_goldcrest_mall_residency_tallest_building_in_punjab_service_residential_apartments_available_with_15_guaranteed_cash_back_for_3_years-53153962-9966-1.html,8.0,3.52,2.3,625.5999999999999,0.0,1.0,0.0,56265.98465473147,1,1,1,1,1,1,1,1,1,1,187.0,49,3.0,Under construction,31.4800151,74.3938664
